Time(RTC),Time(Millis),Shock Pot FL,Shock Pot FR,Shock Pot RL,Shock Pot RR,Steering,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z
23:06:48,115048,731,879,474,638,917,-9.94,6.32,-65.15,0.19,-0.27,2,-0.18,0.38,-0.24
23:06:48,115074,739,897,469,637,916,2.4,-3.47,-56.78,-0.25,-0.71,1.51,-0.18,0.38,-0.24
23:06:48,115101,749,886,468,635,917,10.41,-9.98,-52.15,0.16,0.09,1.81,-0.18,0.38,-0.24
23:06:48,115127,763,848,488,635,917,11.11,-9.16,-53.42,0.6,-0.25,1.68,-0.18,0.38,-0.24
23:06:48,115156,782,816,504,635,916,6.16,-0.69,-59.13,-0.12,0.22,1.51,-0.18,0.38,-0.24
23:06:48,115182,783,813,506,634,916,8.99,7.2,-60.75,0.18,2,0.4,-0.18,0.38,-0.24
23:06:48,115208,775,820,506,634,916,15.29,10.53,-69.51,0.66,-0.13,1.57,-0.18,0.38,-0.24
23:06:48,115235,749,856,499,635,916,6.17,17.79,-72.21,-0.55,1.53,0.55,-0.18,0.38,-0.24
23:06:48,115261,737,893,472,642,917,1.09,11.82,-67.51,0.43,0.2,1.77,-0.18,0.38,-0.24
23:06:48,115287,735,903,470,642,917,6.63,0.36,-60.73,0.02,0.11,1.11,-0.18,0.38,-0.24
23:06:48,115316,736,878,468,637,916,7.92,-8.39,-53.44,-0.37,2,-0.22,-0.18,0.38,-0.24
23:06:48,115342,751,851,469,636,916,3.83,-11.6,-48.83,-0.39,2,0.45,-0.18,0.38,-0.24
23:06:49,115369,765,833,482,635,916,9.19,-7.63,-50.29,0.34,-0.67,1.69,-0.18,0.38,-0.24
23:06:49,115395,765,818,502,636,916,11.16,-7.12,-54.42,-0.18,1.99,0.18,-0.18,0.38,-0.24
23:06:49,115421,758,817,512,635,916,7.58,-0.58,-64.55,0.13,-0.17,1.78,-0.18,0.38,-0.24
23:06:49,115448,734,837,512,634,917,3.61,12.81,-76.8,0.28,-0.48,1.05,-0.18,0.38,-0.24
23:06:49,115476,697,868,484,635,918,0.84,8.79,-76.19,-0.32,0.75,1.37,-0.18,0.38,-0.24
23:06:49,115503,695,905,469,636,917,-2.98,-4.46,-63.42,-0.38,-1.36,0.99,-0.18,0.38,-0.24
23:06:49,115529,706,911,469,635,916,15.56,-18.84,-60.33,0.36,0.18,1.14,-0.18,0.38,-0.24
23:06:49,115555,723,855,478,634,916,9.95,-16.04,-60.62,-0.66,1.95,0.34,-0.18,0.38,-0.24
23:06:49,115582,752,829,494,635,917,-3.54,-7.05,-62.38,-0.54,1.36,0.83,-0.18,0.38,-0.24
23:06:49,115608,778,822,494,634,917,1.68,-6.73,-63.64,-0.44,0.98,0.68,-0.18,0.38,-0.24
23:06:49,115636,787,831,492,635,917,9.12,0.76,-73.31,-0.08,0.62,0,-0.18,0.38,-0.24
23:06:49,115663,775,833,492,634,917,18.16,7.28,-80.08,0.65,-0.02,1.1,-0.18,0.38,-0.24
23:06:49,115689,750,841,492,635,916,10.45,15.14,-84.97,-0.46,1.46,1.86,-0.18,0.38,-0.24
23:06:49,115716,738,866,478,635,917,-3.71,9.26,-77.34,0,0.9,0.9,-0.18,0.38,-0.24
23:06:49,115742,745,901,464,635,916,-10.85,-2.51,-66.87,-0.75,2,0.03,-0.18,0.38,-0.24
23:06:49,115768,760,910,464,634,914,10.54,-9.56,-61.69,0.63,0.22,1.65,-0.18,0.38,-0.24
23:06:49,115797,765,876,464,635,916,12.68,-10.07,-56.81,-0.66,2,1.8,-0.18,0.38,-0.24
23:06:49,115823,781,846,494,634,911,10.11,-8.55,-59.25,-0.04,0.68,0.59,-0.18,0.38,-0.24
23:06:49,115850,801,840,504,635,910,4.6,4.87,-68.64,-0.06,0.07,2,-0.18,0.38,-0.24
23:06:49,115876,790,838,504,634,912,10.77,9.13,-71.74,-0.06,1.82,-0.02,-0.18,0.38,-0.24
23:06:49,115903,760,848,502,635,913,15.78,7.86,-72.54,0.72,0.91,1.31,-0.18,0.38,-0.24
23:06:49,115931,735,872,483,634,914,-2.97,10.25,-65.75,0.92,0.62,1.32,-0.18,0.38,-0.24
23:06:49,115957,736,880,467,635,911,0.27,4.62,-58.58,0.04,2,0.58,-0.18,0.38,-0.24
23:06:49,115984,742,877,466,635,911,0.6,-0.7,-51.32,-0.74,1.81,1.67,-0.18,0.38,-0.24
23:06:49,116010,750,861,466,635,915,9.43,-5.2,-48.02,-0.19,1.78,0.98,-0.18,0.38,-0.24
23:06:49,116037,767,858,469,635,916,2.97,-2.87,-52.39,-0.39,2,1.25,-0.18,0.38,-0.24
23:06:49,116063,776,852,483,635,916,13.19,-3.42,-58.49,-0.2,0.89,1.22,-0.18,0.38,-0.24
23:06:49,116091,776,838,486,635,916,19.75,-0.35,-68.34,0.51,-0.19,0.96,-0.18,0.38,-0.24
23:06:49,116118,764,837,486,635,916,5.34,8.81,-76.06,0.02,0.04,1.64,-0.18,0.38,-0.24
23:06:49,116144,751,863,471,634,916,1.6,5.72,-71.34,0.21,1.99,0.33,-0.18,0.38,-0.24
23:06:49,116171,751,888,469,635,916,5.82,-1.83,-63.31,0.1,0.42,1.9,-0.18,0.38,-0.24
23:06:49,116197,755,878,469,635,916,15.39,-2.97,-58.27,0,2,1.01,-0.18,0.38,-0.24
23:06:49,116223,763,850,471,635,916,6.18,-5.76,-62.06,-0.01,0.51,1.4,-0.18,0.38,-0.24
23:06:49,116252,774,847,473,635,916,1.75,-0.74,-64.46,0.42,-0.21,1.7,-0.18,0.38,-0.24
23:06:49,116278,774,848,473,635,916,6.06,5.1,-68.07,-0.12,1.51,0.63,-0.18,0.38,-0.24
23:06:49,116305,758,862,473,635,916,13.25,6.77,-72.65,-0.14,2,-0.35,-0.18,0.38,-0.24
23:06:49,116331,745,874,473,635,916,10.36,0.24,-78.4,0.64,0.86,0.82,-0.18,0.38,-0.24
23:06:49,116357,745,877,473,635,916,1.73,-2.92,-77.2,0.89,-0.37,2,-0.18,0.38,-0.24
23:06:50,116384,745,878,466,635,916,-2.28,-1.35,-71.06,-1.23,2,1.54,-0.18,0.38,-0.24
23:06:50,116412,754,876,464,635,916,5.6,-7.43,-63.9,-0.53,2,1.28,-0.18,0.38,-0.24
23:06:50,116439,773,859,465,635,916,11.99,-13.18,-61.36,0.81,0.48,0.39,-0.18,0.38,-0.24
23:06:50,116465,791,840,468,635,916,9.73,-9.16,-66.37,-0.02,-0.13,2,-0.18,0.38,-0.24
23:06:50,116491,804,838,471,634,914,2.54,11.02,-74.4,-0.12,-0.25,1.41,-0.18,0.38,-0.24
23:06:50,116518,793,844,471,634,912,9.14,15.14,-81.1,0.14,1.38,1.96,-0.18,0.38,-0.24
23:06:50,116544,775,864,468,634,914,11.72,11.31,-84.83,-0.38,-0.18,1.65,-0.18,0.38,-0.24
23:06:50,116573,752,878,465,635,915,10.02,2.67,-81.68,0,-0.14,0.39,-0.18,0.38,-0.24
23:06:50,116599,751,885,464,634,915,3.49,5.56,-71.62,0.51,0.31,1.87,-0.18,0.38,-0.24
23:06:50,116625,765,882,464,634,916,-0.16,1.19,-66.95,0.32,0.7,1.35,-0.18,0.38,-0.24
23:06:50,116652,779,872,464,634,916,5.63,-0.23,-62.33,0.05,1.89,0.25,-0.18,0.38,-0.24
23:06:50,116678,785,868,464,634,916,17.19,-9.8,-58.82,0.35,2,0.94,-0.18,0.38,-0.24
23:06:50,116704,788,853,464,635,916,14.21,-6.72,-63.47,0.64,1.56,0.37,-0.18,0.38,-0.24
23:06:50,116733,789,844,470,635,916,2.48,1.4,-71.85,-0.25,0.76,0.54,-0.18,0.38,-0.24
23:06:50,116759,773,854,470,634,916,4.54,8.34,-78.49,-0.2,0.16,1.42,-0.18,0.38,-0.24
23:06:50,116786,749,883,468,634,916,6.27,2.52,-78.05,-0.29,1.3,1.54,-0.18,0.38,-0.24
23:06:50,116812,731,897,467,634,915,6.53,-1.16,-75.3,-0.31,0.83,1.75,-0.18,0.38,-0.24
23:06:50,116838,725,886,466,634,914,10.47,-5,-72.21,-0.24,1.16,1.85,-0.18,0.38,-0.24
23:06:50,116867,736,871,466,634,913,4.84,-12.84,-64.43,0.02,2,0.42,-0.18,0.38,-0.24
23:06:50,116893,744,868,466,635,915,-3.26,-13.03,-65.07,0.29,1.64,0.59,-0.18,0.38,-0.24
23:06:50,116920,773,877,466,634,916,-0.18,-10.16,-66.92,0.03,0.93,0.19,-0.18,0.38,-0.24
23:06:50,116946,796,881,467,634,915,5.75,-7.94,-74.49,0.66,1.5,2,-0.18,0.38,-0.24
23:06:50,116972,797,873,466,634,915,9.2,-0.37,-78.12,-0.28,0.95,1.07,-0.18,0.38,-0.24
23:06:50,116999,796,866,467,634,915,11.82,5.19,-89.42,-0.61,1.91,1.54,-0.18,0.38,-0.24
23:06:50,117027,779,861,467,634,915,17.03,11.42,-87.13,-0.22,1.42,1.05,-0.18,0.38,-0.24
23:06:50,117054,744,866,466,634,916,5.28,7.03,-84.52,-0.09,0.14,0.81,-0.18,0.38,-0.24
23:06:50,117080,741,875,466,634,915,-1.91,1.72,-80.93,0.33,1.43,2,-0.18,0.38,-0.24
23:06:50,117106,750,879,463,634,915,-1.76,-3.97,-68.01,1.01,1.97,0.57,-0.18,0.38,-0.24
23:06:50,117133,752,887,462,634,916,8.55,-13.01,-58.78,-0.4,1.59,0.43,-0.18,0.38,-0.24
23:06:50,117159,755,880,462,634,916,21.94,-20.59,-52.95,0.21,1.17,0.46,-0.18,0.38,-0.24
23:06:50,117187,775,836,487,634,916,7.74,-18.25,-53.06,-0.67,0.6,0.51,-0.18,0.38,-0.24
23:06:50,117214,803,830,507,634,916,-7.1,-5.12,-63.03,-0.82,2,0.11,-0.18,0.38,-0.24
23:06:50,117240,836,841,499,634,916,-5.51,-3.45,-68.25,-0.45,1.02,0.14,-0.18,0.38,-0.24
23:06:50,117267,848,851,472,634,916,5.93,0.81,-74.51,-0.62,1.88,0.98,-0.18,0.38,-0.24
23:06:50,117293,847,844,472,635,915,11.38,14.94,-76.26,0.31,1.12,1.19,-0.18,0.38,-0.24
23:06:50,117319,829,815,472,634,916,16.77,13.39,-69.63,-0.37,2,0.11,-0.18,0.38,-0.24
23:06:50,117348,807,794,472,634,916,18.96,13.76,-66.09,-0.55,1.6,0.39,-0.18,0.38,-0.24
23:06:51,117374,771,804,474,630,917,14.24,15.22,-69.73,0.43,0.68,1.13,-0.18,0.38,-0.24
23:06:51,117401,757,837,473,634,915,11.78,7.4,-63.77,-0.73,1.99,0.66,-0.18,0.38,-0.24
23:06:51,117427,760,863,474,634,916,-6.09,4.07,-62.17,-0.57,2,1.12,-0.18,0.38,-0.24
23:06:51,117453,786,876,477,634,915,-8.59,-1.15,-64.31,-0.3,2,0.85,-0.18,0.38,-0.24
23:06:51,117480,832,885,478,635,915,-15.64,-0.05,-58.4,-0.42,2,1.43,-0.18,0.38,-0.24
23:06:51,117508,874,893,482,634,916,-2.32,-6.38,-50.47,-1,1.9,1.24,-0.18,0.38,-0.24
23:06:51,117628,785,750,469,634,916,20.97,3.12,-60.74,0.09,-0.15,0.92,-0.18,0.38,-0.24
23:06:51,117654,747,756,468,635,916,20.08,9.66,-64.69,0.3,0.73,0.73,-0.18,0.38,-0.24
23:06:51,117680,719,761,469,633,916,20.75,8.67,-66.43,-0.43,2,-0.27,-0.18,0.38,-0.24
23:06:51,117707,720,790,470,634,916,5.99,7.7,-68.27,0.54,0.29,0.17,-0.18,0.38,-0.24
23:06:51,117735,749,853,470,637,916,-16.91,3.21,-62.55,0.06,1.76,-0.07,-0.18,0.38,-0.24
23:06:51,117762,785,921,470,635,916,-5.47,-5.4,-58.56,0.72,1.51,1.05,-0.18,0.38,-0.24
23:06:51,117788,808,927,470,636,916,9.03,-3.58,-47.66,-0.11,1.06,1.06,-0.18,0.38,-0.24
23:06:51,117814,810,927,476,635,917,11.32,-4.02,-44.08,0.25,0.75,1.43,-0.18,0.38,-0.24
23:06:51,117841,806,894,487,635,916,11.02,-6.8,-47.61,0.17,0.93,1.35,-0.18,0.38,-0.24
23:06:51,117867,803,859,487,634,916,10.56,-3.13,-52.31,-0.79,2,0.3,-0.18,0.38,-0.24
23:06:51,117896,784,826,487,634,916,13.09,-1.56,-58.62,0.36,0.28,1.08,-0.18,0.38,-0.24
23:06:51,117922,755,820,487,635,917,6.39,4.14,-64.33,-0.17,0.56,1.06,-0.18,0.38,-0.24
23:06:51,117948,736,816,487,634,916,12.36,0.26,-66.61,-0.61,1.46,-0.06,-0.18,0.38,-0.24
23:06:51,117975,729,813,487,634,916,6.12,0.66,-69.93,0.47,0.38,1.19,-0.18,0.38,-0.24
23:06:51,118001,726,836,484,635,916,4.65,12.55,-73.71,0.63,-0.18,2,-0.18,0.38,-0.24
23:06:51,118027,729,876,477,635,915,-4.87,11.5,-70.32,0.18,0.03,0.94,-0.18,0.38,-0.24
23:06:51,118056,727,915,471,635,913,-6.97,-4.59,-65.3,-0.59,2,0.38,-0.18,0.38,-0.24
23:06:51,118082,764,917,471,636,916,4.8,-10.86,-53.39,0.56,-0.31,2,-0.18,0.38,-0.24
23:06:51,118109,802,882,483,635,917,13.35,-8,-53.73,-0.2,1.37,0.39,-0.18,0.38,-0.24
23:06:51,118135,832,852,486,634,916,5.25,-7.6,-58.05,0.04,1.66,2,-0.18,0.38,-0.24
23:06:51,118161,839,834,492,634,916,8.63,-0.14,-61.84,-0.11,1.76,0.47,-0.18,0.38,-0.24
23:06:51,118188,829,834,494,634,916,13.98,4.17,-71.2,0.65,-0.38,1.29,-0.18,0.38,-0.24
23:06:51,118216,789,817,487,634,916,13.98,7.93,-79.22,0.15,0.19,1.49,-0.18,0.38,-0.24
23:06:51,118243,747,858,473,635,916,14.69,8.9,-78.36,0.59,-0.8,2,-0.18,0.38,-0.24
23:06:51,118269,733,879,467,635,914,0.17,5.07,-62.44,-0.71,1.3,1.3,-0.18,0.38,-0.24
23:06:51,118296,730,896,463,635,915,10.81,-9.94,-52.19,-0.64,0.7,0.81,-0.18,0.38,-0.24
23:06:51,118323,737,884,463,635,916,12.06,-13.78,-43.53,-0.48,2,0.42,-0.18,0.38,-0.24
23:06:51,118349,755,859,490,634,916,4.38,-13.93,-46.83,0.23,0.27,1.98,-0.18,0.38,-0.24
23:06:52,118378,791,845,507,634,917,-1.34,-3.49,-52.01,0.39,-0.14,1.87,-0.18,0.38,-0.24
23:06:52,118404,816,844,507,634,916,-0.31,4.73,-57.11,-0.05,1.84,0.54,-0.18,0.38,-0.24
23:06:52,118431,807,846,504,635,916,17.25,2.13,-67.37,0,-0.01,0.3,-0.18,0.38,-0.24
23:06:52,118458,782,845,496,634,917,19.05,3.75,-72.06,-0.18,-0.35,2,-0.18,0.38,-0.24
23:06:52,118484,745,845,495,635,918,9.18,6.61,-71.36,-0.38,2,0.48,-0.18,0.38,-0.24
23:06:52,118513,742,857,488,635,914,-6.51,2.2,-67.48,-0.26,1.99,-0.32,-0.18,0.38,-0.24
23:06:52,118540,754,874,470,635,916,-0.68,-2.91,-61.99,0.42,0.17,1.77,-0.18,0.38,-0.24
23:06:52,118566,757,879,470,634,917,6.78,-3.39,-56.85,-0.53,1.86,0.69,-0.18,0.38,-0.24
23:06:52,118593,764,874,471,634,916,5.28,-9.18,-57.59,-0.28,0.35,1.61,-0.18,0.38,-0.24
23:06:52,118619,777,850,491,633,919,12.22,-7.93,-60.49,-0.2,1.01,1.02,-0.18,0.38,-0.24
23:06:52,118646,797,835,499,634,916,1.37,-0.17,-62.4,-0.84,1.12,1.1,-0.18,0.38,-0.24
23:06:52,118675,805,833,499,634,916,5.64,7.62,-66.5,-0.55,0.72,0.44,-0.18,0.38,-0.24
23:06:52,118701,791,837,496,634,915,14.62,1.14,-68.26,-0.61,1.67,0.21,-0.18,0.38,-0.24
23:06:52,118728,768,841,492,634,914,15.87,4.65,-72.23,0.68,0.21,0.91,-0.18,0.38,-0.24
23:06:52,118754,752,849,474,634,914,3.11,8.21,-66.05,-0.5,1.9,0.14,-0.18,0.38,-0.24
23:06:52,118781,754,855,472,635,915,0.47,0.52,-59.53,0.3,0.51,1.65,-0.18,0.38,-0.24
23:06:52,118808,771,866,470,635,912,6.29,-4.04,-53.42,-0.74,1.84,0.5,-0.18,0.38,-0.24
23:06:52,118836,778,863,470,635,911,8.61,-10.51,-45.68,-0.42,1.16,0.91,-0.18,0.38,-0.24
23:06:52,118863,786,843,493,635,903,8.61,-10.51,-45.68,-0.54,1.71,0.34,-0.18,0.38,-0.24
23:06:52,118893,783,802,532,634,892,10.96,-9.7,-43.96,-0.12,0.63,0.35,-0.18,0.38,-0.24
23:06:52,118919,726,755,563,642,885,10.96,-9.7,-43.96,-0.73,0.32,1.08,-0.18,0.38,-0.24
23:06:52,118945,676,726,588,709,890,10.96,-9.7,-43.96,0.35,-0.06,1.39,-0.18,0.38,-0.24
23:06:52,118971,659,731,588,700,886,10.96,-9.7,-43.96,-0.05,-1.01,1.07,-0.18,0.38,-0.24
23:06:52,118999,657,734,588,700,888,10.96,-9.7,-43.96,-0.35,0.33,0.64,-0.18,0.38,-0.24
23:06:52,119025,646,724,604,702,888,10.96,-9.7,-43.96,-0.42,0.58,1.03,-0.18,0.38,-0.24
23:06:52,119050,638,713,607,725,880,10.96,-9.7,-43.96,0.68,-0.8,1.46,-0.18,0.38,-0.24
23:06:52,119076,639,721,607,725,878,10.96,-9.7,-43.96,0.45,-0.25,0.79,-0.18,0.38,-0.24
23:06:52,119102,645,734,606,732,871,10.96,-9.7,-43.96,-0.16,0.19,1.08,-0.18,0.38,-0.24
23:06:52,119127,647,735,608,731,860,10.96,-9.7,-43.96,-1,0.36,1.28,-0.18,0.38,-0.24
23:06:52,119155,644,719,630,716,854,10.96,-9.7,-43.96,-0.41,-0.64,1.05,-0.18,0.38,-0.24
23:06:52,119181,639,681,651,700,851,10.96,-9.7,-43.96,-0.32,-1.33,1.24,-0.18,0.38,-0.24
23:06:52,119207,634,653,686,704,849,10.96,-9.7,-43.96,-0.11,-1.47,1.03,-0.18,0.38,-0.24
23:06:52,119232,632,648,697,720,842,10.96,-9.7,-43.96,0.06,-0.47,0.28,-0.18,0.38,-0.24
23:06:52,119258,629,649,697,738,832,10.96,-9.7,-43.96,0.14,-0.87,0.83,-0.18,0.38,-0.24
23:06:52,119286,628,679,697,741,830,10.96,-9.7,-43.96,-0.05,-1.9,0.95,-0.18,0.38,-0.24
23:06:52,119312,628,698,697,742,832,10.96,-9.7,-43.96,-0.85,-1.97,1.17,-0.18,0.38,-0.24
23:06:52,119338,628,696,699,750,834,10.96,-9.7,-43.96,-0.74,-0.86,1.57,-0.18,0.38,-0.24
23:06:52,119363,629,692,717,758,834,10.96,-9.7,-43.96,-0.82,-1.68,1.96,-0.18,0.38,-0.24
23:06:53,119389,629,677,725,753,836,10.96,-9.7,-43.96,-0.49,-1.36,1.44,-0.18,0.38,-0.24
23:06:53,119415,629,660,734,748,831,10.96,-9.7,-43.96,-0.17,-1.14,1.34,-0.18,0.38,-0.24
23:06:53,119443,629,647,738,723,825,10.96,-9.7,-43.96,-0.15,-0.77,1.24,-0.18,0.38,-0.24
23:06:53,119468,629,645,723,706,828,10.96,-9.7,-43.96,-0.46,-0.14,1.43,-0.18,0.38,-0.24
23:06:53,119494,629,643,711,714,830,10.96,-9.7,-43.96,-0.06,-1.98,0.7,-0.18,0.38,-0.24
23:06:53,119520,629,644,711,733,831,10.96,-9.7,-43.96,-0.55,-1.38,1.09,-0.18,0.38,-0.24
23:06:53,119546,628,656,709,759,831,10.96,-9.7,-43.96,0.25,-0.61,0.97,-0.18,0.38,-0.24
23:06:53,119571,628,667,710,765,834,10.96,-9.7,-43.96,-0.03,-1.46,0.46,-0.18,0.38,-0.24
23:06:53,119599,628,673,708,764,832,10.96,-9.7,-43.96,0.15,-1.53,0.81,-0.18,0.38,-0.24
23:06:53,119625,628,663,717,760,831,10.96,-9.7,-43.96,-0.4,-1.45,1.33,-0.18,0.38,-0.24
23:06:53,119651,630,661,727,759,832,10.96,-9.7,-43.96,-0.62,-0.93,0.83,-0.18,0.38,-0.24
23:06:53,119676,634,651,737,767,832,10.96,-9.7,-43.96,-0.24,-1.02,1.97,-0.18,0.38,-0.24
23:06:53,119702,636,643,743,783,832,10.96,-9.7,-43.96,-0.68,-1.82,1.25,-0.18,0.38,-0.24
23:06:53,119730,633,639,724,786,832,10.96,-9.7,-43.96,-0.39,-0.39,0.7,-0.18,0.38,-0.24
23:06:53,119756,633,638,653,778,831,10.96,-9.7,-43.96,-0.18,-0.72,0.69,-0.18,0.38,-0.24
23:06:53,119781,633,638,656,783,822,10.96,-9.7,-43.96,-0.28,-2,0.15,-0.18,0.38,-0.24
23:06:53,119807,634,637,656,795,827,10.96,-9.7,-43.96,-0.48,-0.96,1.44,-0.18,0.38,-0.24
23:06:53,119833,634,639,677,805,838,10.96,-9.7,-43.96,0.2,-0.86,0.46,-0.18,0.38,-0.24
23:06:53,119858,632,663,685,817,844,10.96,-9.7,-43.96,0.26,-0.74,1.19,-0.18,0.38,-0.24
23:06:53,119886,629,696,679,803,841,10.96,-9.7,-43.96,0.18,-0.84,1.15,-0.18,0.38,-0.24
23:06:53,119912,628,715,681,780,842,10.96,-9.7,-43.96,-0.33,-1,0.79,-0.18,0.38,-0.24
23:06:53,119938,627,720,686,800,842,10.96,-9.7,-43.96,-0.1,-1.45,0.82,-0.18,0.38,-0.24
23:06:53,119963,627,726,694,782,839,10.96,-9.7,-43.96,-0.41,-1.89,0.82,-0.18,0.38,-0.24
23:06:53,119989,628,703,723,781,836,10.96,-9.7,-43.96,0.34,-1.99,0.86,-0.18,0.38,-0.24
23:06:53,120015,629,669,747,758,837,10.96,-9.7,-43.96,-0.54,-0.5,1.52,-0.18,0.38,-0.24
23:06:53,120043,629,640,760,748,838,10.96,-9.7,-43.96,0.09,-1.26,0.6,-0.18,0.38,-0.24
23:06:53,120068,629,639,747,727,838,10.96,-9.7,-43.96,0.41,-0.69,0.95,-0.18,0.38,-0.24
23:06:53,120094,629,650,704,735,839,10.96,-9.7,-43.96,0.41,-1.13,1.19,-0.18,0.38,-0.24
23:06:53,120120,628,688,675,740,835,10.96,-9.7,-43.96,0.04,-1.06,0.5,-0.18,0.38,-0.24
23:06:53,120146,627,709,646,748,827,10.96,-9.7,-43.96,0.17,-0.47,0.78,-0.18,0.38,-0.24
23:06:53,120171,626,712,639,755,827,10.96,-9.7,-43.96,0.46,-0.79,1.03,-0.18,0.38,-0.24
23:06:53,120199,626,711,640,757,829,10.96,-9.7,-43.96,-0.38,0.02,0.82,-0.18,0.38,-0.24
23:06:53,120225,626,706,661,751,830,10.96,-9.7,-43.96,-0.42,-1.04,1.57,-0.18,0.38,-0.24
23:06:53,120251,629,684,701,760,828,10.96,-9.7,-43.96,-0.73,-0.13,1.58,-0.18,0.38,-0.24
23:06:53,120276,629,647,765,773,831,10.96,-9.7,-43.96,-0.44,-0.48,1.07,-0.18,0.38,-0.24
23:06:53,120302,630,641,771,760,830,10.96,-9.7,-43.96,-0.32,-0.55,1.02,-0.18,0.38,-0.24
23:06:53,120330,637,637,771,750,833,10.96,-9.7,-43.96,0.4,-0.07,1.54,-0.18,0.38,-0.24
23:06:53,120356,632,638,745,744,830,10.96,-9.7,-43.96,0.14,-0.26,1.17,-0.18,0.38,-0.24
23:06:54,120381,628,653,689,767,830,10.96,-9.7,-43.96,0.17,-1.62,0.23,-0.18,0.38,-0.24
23:06:54,120407,627,713,655,774,829,10.96,-9.7,-43.96,0.87,-0.14,1.5,-0.18,0.38,-0.24
23:06:54,120433,626,733,637,788,830,10.96,-9.7,-43.96,0.12,0.28,0.37,-0.18,0.38,-0.24
23:06:54,120459,626,725,658,794,830,10.96,-9.7,-43.96,0.18,0.34,0.07,-0.18,0.38,-0.24
23:06:54,120486,626,690,702,790,831,10.96,-9.7,-43.96,-0.42,-1.77,0.85,-0.18,0.38,-0.24
23:06:54,120512,629,660,732,767,831,10.96,-9.7,-43.96,-0.2,-1.83,1.94,-0.18,0.38,-0.24
23:06:54,120538,629,640,761,752,831,10.96,-9.7,-43.96,-0.62,-1.44,0,-0.18,0.38,-0.24
23:06:54,120564,630,639,772,728,831,10.96,-9.7,-43.96,-0.14,-0.8,0.42,-0.18,0.38,-0.24
23:06:54,120589,632,637,787,726,829,10.96,-9.7,-43.96,-0.26,-1.57,0.89,-0.18,0.38,-0.24
23:06:54,120615,632,637,777,734,829,10.96,-9.7,-43.96,-0.55,-0.14,1.21,-0.18,0.38,-0.24
23:06:54,120643,630,655,731,764,828,10.96,-9.7,-43.96,-0.38,-1.79,0.98,-0.18,0.38,-0.24
23:06:54,120669,628,688,695,786,830,10.96,-9.7,-43.96,-0.89,-1.53,0.93,-0.18,0.38,-0.24
23:06:54,120694,627,703,664,788,831,10.96,-9.7,-43.96,0.75,-2,0.45,-0.18,0.38,-0.24
23:06:54,120720,626,700,657,782,830,10.96,-9.7,-43.96,-0.19,-1.81,1.48,-0.18,0.38,-0.24
23:06:54,120746,626,704,662,781,829,10.96,-9.7,-43.96,-0.88,-1.76,1.22,-0.18,0.38,-0.24
23:06:54,120774,629,684,686,778,831,10.96,-9.7,-43.96,-0.55,-0.67,1.14,-0.18,0.38,-0.24
23:06:54,120799,629,650,731,783,831,10.96,-9.7,-43.96,-0.55,-0.55,0.95,-0.18,0.38,-0.24
23:06:54,120825,629,641,744,767,831,10.96,-9.7,-43.96,0.06,-0.78,0.9,-0.18,0.38,-0.24
23:06:54,120851,629,638,744,735,830,10.96,-9.7,-43.96,-0.1,-1.74,1.37,-0.18,0.38,-0.24
23:06:54,120877,629,637,742,714,831,10.96,-9.7,-43.96,-0.64,-1.19,-0.11,-0.18,0.38,-0.24
23:06:54,120902,629,637,736,714,831,10.96,-9.7,-43.96,-0.24,-0.75,0.13,-0.18,0.38,-0.24
23:06:54,120930,630,637,730,723,828,10.96,-9.7,-43.96,-0.33,1.44,1.17,-0.18,0.38,-0.24
23:06:54,120956,629,637,723,738,830,10.96,-9.7,-43.96,-0.59,-1.4,1.31,-0.18,0.38,-0.24
23:06:54,120982,629,637,704,741,831,10.96,-9.7,-43.96,-0.73,-1.47,0.9,-0.18,0.38,-0.24
23:06:54,121007,629,637,711,754,829,10.96,-9.7,-43.96,-0.1,-1.81,0.13,-0.18,0.38,-0.24
23:06:54,121033,629,637,718,753,830,10.96,-9.7,-43.96,-0.37,-1.75,0.66,-0.18,0.38,-0.24
23:06:54,121059,630,637,720,749,829,10.96,-9.7,-43.96,-0.47,-1.11,0.53,-0.18,0.38,-0.24
23:06:54,121087,630,639,721,755,829,10.96,-9.7,-43.96,-0.94,-1.53,1.58,-0.18,0.38,-0.24
23:06:54,121112,630,638,719,752,830,10.96,-9.7,-43.96,-0.18,-0.6,1.11,-0.18,0.38,-0.24
23:06:54,121138,630,638,716,729,830,10.96,-9.7,-43.96,-1.04,-0.33,0.76,-0.18,0.38,-0.24
23:06:54,121164,630,638,713,720,830,10.96,-9.7,-43.96,0.34,-0.68,1.22,-0.18,0.38,-0.24
23:06:54,121190,630,637,705,731,830,10.96,-9.7,-43.96,-0.66,-0.88,1.41,-0.18,0.38,-0.24
23:06:54,121215,630,638,685,746,830,10.96,-9.7,-43.96,-0.57,-0.51,1.32,-0.18,0.38,-0.24
23:06:54,121243,630,654,680,747,829,10.96,-9.7,-43.96,-0.23,-0.55,1.2,-0.18,0.38,-0.24
23:06:54,121269,629,661,679,759,830,10.96,-9.7,-43.96,-0.79,-0.58,1.41,-0.18,0.38,-0.24
23:06:54,121294,630,650,696,756,830,10.96,-9.7,-43.96,-0.62,-0.79,1.15,-0.18,0.38,-0.24
